,date,title,description,source
97,2021-01-15 09:30:00-08:00,"Africa Pay TV Forecasts Report 2020 Featuring Airtel, Amazon, Canal Plus Afrique, DStv, Globacom, GOtv, MTN, Netflix, Showmax, StarSat, Tigo & Vodafone","The ""Africa Pay TV Forecasts"" report has been added to ResearchAndMarkets.com's offering. Nearly 17 million pay TV subscribers will be added in...",PR Newswire
98,2021-01-15 05:00:02-08:00,Amazon to let automakers use Alexa software to create their own in-car voice assistants,"Amazon just launched Alexa Custom Assistant, a service that lets automakers build their own digital assistants using Alexa software. ",CNBC
99,2021-01-14 13:27:00-08:00,"Amazon Web Services, Microsoft, Hewlett Packard Enterprise Among 27 Companies Hiring at January 28 Cyber & Cloud Virtual Career Fair","FAIRFAX COUNTY, Va.--(BUSINESS WIRE)--Amazon Web Services, Microsoft and Hewlett Packard Enterprise are among 27 companies in Northern Virginia seeking to hire for thousands of open positions in the IT, cyber and cloud industries during a free virtual career fair on January 28. Hosted by the Fairfax County Economic Development Authority (FCEDA), this event is one of many in a series of virtual career fairs the FCEDA is sponsoring or leading.",BusinessWire
100,2021-01-14 05:20:00-08:00,DPW Holdings stock surges 51% after starting EV charger pre-orders on Amazon,"DPW Holdings (NYSEMKT:DPW) stock soars 51% in premarket trading after the company's Coolisys Technologies unit started accepting pre-orders on Amazon.com for its ACECool residential level 2 7kW single electric vehicle charger on Jan. 13.Coolisys said it's encouraged by the interest in its residential EV chargers on Amazon.com and is in conversations with additional online retailers and distributors. The wall mount charging system is compatible with all EVs that utilize the SAE J1772 connector, including all Tesla models with SAE J1772 adapters and can be installed in any residential house, garage or parking lot with a 240-volt power outlet.""We believe our EV charger product line is well positioned to address the expected rapid expansion of infrastructure required to support broad adoption of electric vehicles globally,"" said Coolisys President and CEO Amos Kohn.Previously (Oct. 2, 2020): DPW Holdings skyrockets after its business launches hybrid EV charger",Seeking Alpha
101,2021-01-14 04:59:00-08:00,DPW Holdings’ Coolisys Power Electronics Business Announces Pre-Orders for Residential Level 2 Electric Vehicle Chargers Have Begun on Amazon,"LAS VEGAS--(BUSINESS WIRE)--DPW Holdings, Inc. (NYSE American: DPW) a diversified holding company (“DPW,” or the “Company”), announced that its power electronics business, Coolisys Technologies Corp. (“Coolisys”), began accepting pre-orders on Amazon.com for its ACECoolTM residential level 2 7kW single electric vehicle (“EV”) charger, on January 13, 2021. The wall mount charging system is compatible with all EVs that utilize the SAE J1772 connector, including all Tesla models with SAE J1772 adapters and can be installed in any residential house, garage or parking lot with a 240-volt power outlet. The Company issued a press release on October 16, 2020, stating that Coolisys envisioned this development occurring in early 2021.",BusinessWire
102,2021-01-14 02:41:00-08:00,Amazon Faces Investigations In Connecticut Over Anti-competitive Practices In E-books Business,"The anti-competition investigations against Jeff Bezos’ Amazon Inc (NASDAQ: AMZN) have now spilled over into its e-books business in Connecticut, according to the Wall Street Journal. Reportedly, a similar investigation is also underway in California. What Happened: The...",Benzinga
103,2021-01-13 13:21:00-08:00,Amazon Prime Video chases Indian streamers with first mobile-only plan,"Amazon.com (NASDAQ:AMZN) is targeting millions of entertainment consumers in India with its first mobile-only Prime Video offering. That plan is available to prepaid subscriber to Bharti Airtel for as little as 89 rupees/month ($1.20/month), following a free trial. That offering comes with 6 GB of data which can be used on other services as well. India's globally low mobile Internet prices make it a ripe market for mobile streaming, with attention also from Amazon rivals YouTube, Netflix (which has a mobile-only plan for 199 rupees) and Disney Plus Hotstar (starting as low as 99 rupees). Prime Video already has customers in more than 4,300 cities/towns in India, and the new offering will let it further penetrate rural areas. And while Airtel is its launch partner, Amazon will look to partner with other operators as well.",Seeking Alpha
104,2021-01-13 12:43:12.051000-08:00,Parler Says Amazon Hasn’t Shown How Site Linked to Capitol Riot,"Parler LLC fired back at Amazon.com Inc. for effectively booting it offline, saying the e-commerce giant’s web service provider has presented only speculation and not proof that the conservative social media site was used to incite last week’s riot at the U.S. Capitol.",Bloomberg
105,2021-01-13 11:19:00-08:00,"Amazon to bid for TV rights to Italian soccer league, which is seeking $4.2B - Bloomberg","Amazon.com (AMZN +2%) is planning a bid for the TV rights to Italy's top Italian soccer league, a play that puts it squarely against Sky (CMCSA +0.3%), Bloomberg reports. Serie A, which tops the Italian soccer system, has set itself a Jan. 26 deadline to sell rights to the coming three seasons, and is looking for €1.15B for each (about $1.4B - or $4.2B to broadcast the three seasons). It would be a further expansion of Amazon Prime Video's offering of European soccer (including the most popular league, the English Premier League), and it would mean squaring off against Comcast's Sky to broadcast one of the world's biggest tournaments. Amazon has also been slowly expanding its acquisition of rights to live-stream National Football League games",Seeking Alpha
106,2021-01-13 10:51:35.060000-08:00,Amazon Plans to Bid for Italy’s Top Soccer TV Rights,"Amazon.com Inc. is planning to bid for Italy’s Serie A TV rights, putting it in competition with Comcast Corp.’s Sky to broadcast one of world’s biggest soccer tournaments, according to people familiar with the matter.",Bloomberg
107,2021-01-13 10:45:00-08:00,Surface Technology Company Silver Defender Now Available On Amazon Via Partnership With Pharmapacks,"Silver Defender, a surface technology company made to keep everyday surfaces clean, today announced its partnership with Pharmapacks -- a leading...",PR Newswire
108,2021-01-13 10:25:00-08:00,Numerator Reports Amazon and Insurance Industry Lead Ad Spend For African American / Hispanic Media and Ads With Diverse Talent,"Numerator, a data and tech company serving the market research industry, has released three reports quantifying brand spend in Black / African...",PR Newswire
109,2021-01-13 07:17:04-08:00,Amazon says violent posts forced it to drop Parler from its web hosting service,"Amazon said it ""notified Parler repeatedly"" over the past few months that the social media app was hosting violent content in violation of its terms of service.",CNBC
110,2021-01-13 05:38:00-08:00,Stainless Steel 18/10 Spoons & Forks Modern Flatware Set Receives Accolades on Amazon,Tribal Cooking is happy to report almost 800 ratings to date for its stainless steel 18/10 spoons and forks modern flatware set on Amazon. With an...,PR Newswire
111,2021-01-13 05:30:00-08:00,"Outlook on the Music Streaming Global Market to 2026 - Featuring Amazon, Apple and Spotify Among Others","The ""Global Music Streaming Market By Content Type (Audio and Video), By Platform (Apps and Browsers), By Service Type (On-demand Streaming and Live...",PR Newswire
112,2021-01-13 05:00:00-08:00,ElectrifAi Announces Expansion of Machine Learning Model Offerings for Amazon SageMaker,"ElectrifAi, one of the world's leading companies in practical artificial intelligence (AI) and pre-built machine learning (ML) models, today...",PR Newswire
113,2021-01-13 04:10:28-08:00,Amazon pushes into education with new academy in India,Amazon is pushing deeper into education with a new learning platform that's designed to help students in India get into prestigious engineering colleges.,CNBC
114,2021-01-12 22:30:00.004000-08:00,Amazon Starts $1.20 Mobile Video Plan to Target India’s Millions,"Amazon.com Inc. is starting its first mobile-only Prime Video plan, targeting the hundreds of millions of entertainment-hungry smartphone users in India as the country’s streaming market surges.The single-user plan is available to wireless carrier Bharti Airtel’s prepaid customers for as low as 89 rupees ($1.20) a month after a 30-day free trial. The streaming plan comes with 6 gigabytes of data, which can also be used on other services. Customers can recharge on Airtel’s app and at the carrier’",Bloomberg
115,2021-01-12 17:05:08.163000-08:00,Amazon Tells Court Parler Should Remain Shut Down After Riot,"Amazon.com Inc. urged a judge not to order the company to restore web-hosting service to Parler LLC, the conservative social media platform.",Bloomberg
116,2021-01-12 11:38:00-08:00,rlaxx TV now available on Amazon Fire TV and Android TV,"rlaxx TV, the new European Advertising-Based Video-on-Demand (AVoD) service, is now also available in the UK, Germany, Switzerland and Austria on...",PR Newswire
117,2021-01-12 09:00:00-08:00,NMAAM Receives $1 Million Donation From Amazon,"NASHVILLE, Tenn.--(BUSINESS WIRE)--Today, Amazon announced a $1 million donation to the National Museum of African American Music (NMAAM).",BusinessWire
118,2021-01-12 08:50:00-08:00,Amazon Is Removing QAnon-Related Goods. They’re Still Easy to Find.,Some people who participated in last week’s attack on the U.S. Capitol were spotted wearing clothing with QAnon logos and symbols.,Barrons
119,2021-01-12 08:12:00-08:00,Talkdesk Broadens Machine Learning Capabilities With Amazon Web Services Contact Center Intelligence,"SAN FRANCISCO--(BUSINESS WIRE)--Talkdesk®, Inc., the cloud contact center for innovative enterprises, is participating in the global expansion of Amazon Web Services (AWS) Contact Center Intelligence (CCI) solutions. AWS CCI solutions enable customers to leverage off-the-shelf functionalities powered by AWS machine learning (ML) with their current contact center provider to gain greater efficiencies and deliver increasingly tailored customer experiences — with no ML expertise required. As an AWS Partner, Talkdesk is now widely available to businesses looking for qualified cloud solutions providers with expertise in AWS to help them differentiate through customer experience and innovation.",BusinessWire
120,2021-01-12 05:35:00-08:00,Amazon Follows Twitter In Removing QAnon Related Products,"Big tech continues to take measures to deter further unrest after the Capitol Hill violence last week. Amazon.com, Inc (NASDAQ: AMZN) said that it is removing some products related to the QAnon conspiracy theory, the Wall Street Journal reports. What Happened: Following...",Benzinga
121,2021-01-12 05:00:00-08:00,"American Conservative Values ETF (NYSE: ACVF) Terminates New Purchases of Apple, Amazon, and Google Due to Their Collective Efforts to Censor Free Speech in America","Recent actions this week by several big technology companies, such as Amazon, Apple, and Google to shut down consumer access to the social network...",PR Newswire
